Entity,Code,Year,"Share (top 10%, before tax)"
Tonga,TON,2005,43.07
Tonga,TON,2006,43.85
Tonga,TON,2007,44.62
Tonga,TON,2008,45.36
Tonga,TON,2009,46.09
Tonga,TON,2010,46.81
Tonga,TON,2011,47.01
Tonga,TON,2012,47.19
Tonga,TON,2013,47.37
Tonga,TON,2014,47.54
Tonga,TON,2015,47.7
Tonga,TON,2016,47.86
Tonga,TON,2017,48
Tonga,TON,2018,48.15
Tonga,TON,2019,48.28
Tonga,TON,2020,48.41
Tonga,TON,2021,48.41
Tonga,TON,2022,48.41
Tonga,TON,2023,48.41
Trinidad and Tobago,TTO,2022,51.81
Trinidad and Tobago,TTO,2023,51.81
Tunisia,TUN,1985,56.82
Tunisia,TUN,1990,56.97
Tunisia,TUN,1995,56.8
Tunisia,TUN,2000,56.81
Tunisia,TUN,2005,57.01
Tunisia,TUN,2010,53.37
Tunisia,TUN,2015,52.83
Tunisia,TUN,2022,52.56
Tunisia,TUN,2023,52.53
Turkey,TUR,1987,60.55
Turkey,TUR,1988,59.37
Turkey,TUR,1989,58.44
Turkey,TUR,1990,57.53
Turkey,TUR,1991,57.38
Turkey,TUR,1992,56.18
Turkey,TUR,1993,55.73
Turkey,TUR,1994,54.55
Turkey,TUR,1995,54.68
Turkey,TUR,1996,54.78
Turkey,TUR,1997,54.94
Turkey,TUR,1998,55.99
Turkey,TUR,1999,55.04
Turkey,TUR,2000,54.96
Turkey,TUR,2001,55.33
Turkey,TUR,2002,55.96
Turkey,TUR,2003,54.68
Turkey,TUR,2004,53.35
Turkey,TUR,2005,50.45
Turkey,TUR,2006,49.24
Turkey,TUR,2007,48.37
Turkey,TUR,2008,50.16
Turkey,TUR,2009,51.08
Turkey,TUR,2010,50.54
Turkey,TUR,2011,51.74
Turkey,TUR,2012,51.01
Turkey,TUR,2013,50.22
Turkey,TUR,2014,53.68
Turkey,TUR,2015,54.13
Turkey,TUR,2016,52.14
Turkey,TUR,2017,52.7
Turkey,TUR,2018,53.37
Turkey,TUR,2022,53.64
Turkey,TUR,2023,55.57
Turkmenistan,TKM,1998,47.41
Turkmenistan,TKM,2022,48.56
Turkmenistan,TKM,2023,48.63
Turks and Caicos Islands,TCA,1980,55.94
Turks and Caicos Islands,TCA,1981,55.93
Turks and Caicos Islands,TCA,1982,55.93
Turks and Caicos Islands,TCA,1983,55.93
Turks and Caicos Islands,TCA,1984,55.92
Turks and Caicos Islands,TCA,1985,55.92
Turks and Caicos Islands,TCA,1986,55.92
Turks and Caicos Islands,TCA,1987,55.91
Turks and Caicos Islands,TCA,1988,55.91
Turks and Caicos Islands,TCA,1989,55.92
Turks and Caicos Islands,TCA,1990,55.92
Turks and Caicos Islands,TCA,1991,55.8
Turks and Caicos Islands,TCA,1992,55.7
Turks and Caicos Islands,TCA,1993,55.6
Turks and Caicos Islands,TCA,1994,55.5
Turks and Caicos Islands,TCA,1995,55.4
Turks and Caicos Islands,TCA,1996,55.31
Turks and Caicos Islands,TCA,1997,55.21
Turks and Caicos Islands,TCA,1998,55.12
Turks and Caicos Islands,TCA,1999,55.03
Turks and Caicos Islands,TCA,2000,54.94
Turks and Caicos Islands,TCA,2001,54.77
Turks and Caicos Islands,TCA,2002,54.6
Turks and Caicos Islands,TCA,2003,54.45
Turks and Caicos Islands,TCA,2004,54.3
Turks and Caicos Islands,TCA,2005,54.16
Turks and Caicos Islands,TCA,2006,54.03
Turks and Caicos Islands,TCA,2007,53.9
Turks and Caicos Islands,TCA,2008,53.78
Turks and Caicos Islands,TCA,2009,53.66
Turks and Caicos Islands,TCA,2010,53.55
Turks and Caicos Islands,TCA,2011,53.03
Turks and Caicos Islands,TCA,2012,52.52
Turks and Caicos Islands,TCA,2013,52
Turks and Caicos Islands,TCA,2014,51.5
Turks and Caicos Islands,TCA,2015,50.99
Turks and Caicos Islands,TCA,2016,50.49
Turks and Caicos Islands,TCA,2017,49.99
Turks and Caicos Islands,TCA,2018,49.5
Turks and Caicos Islands,TCA,2019,49.01
Turks and Caicos Islands,TCA,2020,48.57
Turks and Caicos Islands,TCA,2021,48.57
Turks and Caicos Islands,TCA,2022,48.57
Turks and Caicos Islands,TCA,2023,48.57
Tuvalu,TUV,1980,35.17
Tuvalu,TUV,1981,35.26
Tuvalu,TUV,1982,35.35
Tuvalu,TUV,1983,35.45
Tuvalu,TUV,1984,35.54
Tuvalu,TUV,1985,35.64
Tuvalu,TUV,1986,35.74
Tuvalu,TUV,1987,35.84
Tuvalu,TUV,1988,35.95
Tuvalu,TUV,1989,36.05
Tuvalu,TUV,1990,36.16
Tuvalu,TUV,1991,36.47
Tuvalu,TUV,1992,36.78
Tuvalu,TUV,1993,37.07
Tuvalu,TUV,1994,37.35
Tuvalu,TUV,1995,37.63
Tuvalu,TUV,1996,37.89
Tuvalu,TUV,1997,38.15
Tuvalu,TUV,1998,38.4
Tuvalu,TUV,1999,38.64
Tuvalu,TUV,2000,38.88
Tuvalu,TUV,2001,39.76
Tuvalu,TUV,2002,40.61
Tuvalu,TUV,2003,41.45
Tuvalu,TUV,2004,42.27
Tuvalu,TUV,2005,43.07
Tuvalu,TUV,2006,43.85
Tuvalu,TUV,2007,44.62
Tuvalu,TUV,2008,45.36
Tuvalu,TUV,2009,46.09
Tuvalu,TUV,2010,46.81
Tuvalu,TUV,2011,47.01
Tuvalu,TUV,2012,47.19
Tuvalu,TUV,2013,47.37
Tuvalu,TUV,2014,47.54
Tuvalu,TUV,2015,47.7
Tuvalu,TUV,2016,47.86
Tuvalu,TUV,2017,48
Tuvalu,TUV,2018,48.15
Tuvalu,TUV,2019,48.28
Tuvalu,TUV,2020,48.41
Tuvalu,TUV,2021,48.41
Tuvalu,TUV,2022,48.41
Tuvalu,TUV,2023,48.41
Uganda,UGA,1989,51.54
Uganda,UGA,1996,48.26
Uganda,UGA,1999,52.62
Uganda,UGA,2002,55.78
Uganda,UGA,2005,51.95
Uganda,UGA,2009,54.08
Uganda,UGA,2012,49.84
Uganda,UGA,2016,51.47
Uganda,UGA,2022,52.45
Uganda,UGA,2023,52.62
Ukraine,UKR,1992,37.53
Ukraine,UKR,1993,38.14
Ukraine,UKR,1995,41.94
Ukraine,UKR,1996,37.02
Ukraine,UKR,1999,29.85
Ukraine,UKR,2003,34.35
Ukraine,UKR,2004,35.16
Ukraine,UKR,2005,33.94
Ukraine,UKR,2006,35.02
Ukraine,UKR,2007,32.93
Ukraine,UKR,2008,32.7
Ukraine,UKR,2009,30.56
Ukraine,UKR,2010,29.2
Ukraine,UKR,2011,29.01
Ukraine,UKR,2012,27.24
Ukraine,UKR,2013,27.44
Ukraine,UKR,2014,29.1
Ukraine,UKR,2015,30.98
Ukraine,UKR,2016,32.18
Ukraine,UKR,2017,32.21
Ukraine,UKR,2018,31.76
Ukraine,UKR,2022,31.85
Ukraine,UKR,2023,32.17
United Arab Emirates,ARE,1998,55.76
United Arab Emirates,ARE,2009,58.34
United Arab Emirates,ARE,2013,49.35
United Arab Emirates,ARE,2014,49.75
United Arab Emirates,ARE,2018,48.85
United Arab Emirates,ARE,2022,51.17
United Arab Emirates,ARE,2023,48.63
United Kingdom,GBR,1981,28.52
United Kingdom,GBR,1982,28.65
United Kingdom,GBR,1983,29.07
United Kingdom,GBR,1984,29.68
United Kingdom,GBR,1985,29.78
United Kingdom,GBR,1986,30.02
United Kingdom,GBR,1987,30.29
United Kingdom,GBR,1988,30.95
United Kingdom,GBR,1989,30.46
United Kingdom,GBR,1990,32.33
United Kingdom,GBR,1991,32.5
United Kingdom,GBR,1992,32.23
United Kingdom,GBR,1993,32.78
United Kingdom,GBR,1994,33.63
United Kingdom,GBR,1995,33.84
United Kingdom,GBR,1996,35.2
United Kingdom,GBR,1997,34.79
United Kingdom,GBR,1998,35.81
United Kingdom,GBR,1999,36.11
United Kingdom,GBR,2000,35.71
United Kingdom,GBR,2001,35.61
United Kingdom,GBR,2002,35.93
United Kingdom,GBR,2003,37.25
United Kingdom,GBR,2004,36.74
United Kingdom,GBR,2005,37.75
United Kingdom,GBR,2006,37.96
United Kingdom,GBR,2007,38.78
United Kingdom,GBR,2008,36.51
United Kingdom,GBR,2009,38.64
United Kingdom,GBR,2010,34.3
United Kingdom,GBR,2011,35.78
United Kingdom,GBR,2012,36.82
United Kingdom,GBR,2013,38.7
United Kingdom,GBR,2014,36.73
United Kingdom,GBR,2015,35.6
United Kingdom,GBR,2016,35.6
United Kingdom,GBR,2017,36.02
United Kingdom,GBR,2022,36.83
United Kingdom,GBR,2023,36.56
United States,USA,1913,43.11
United States,USA,1914,43.73
United States,USA,1915,43.03
United States,USA,1916,44.42
United States,USA,1917,45
United States,USA,1918,43.95
United States,USA,1919,45.9
United States,USA,1920,44.13
United States,USA,1921,47.35
United States,USA,1922,46.11
United States,USA,1923,43.69
United States,USA,1924,45.69
United States,USA,1925,47.19
United States,USA,1926,47.63
United States,USA,1927,47.09
United States,USA,1928,48.23
United States,USA,1929,46.95
United States,USA,1930,46.33
United States,USA,1931,46.33
United States,USA,1932,48.29
United States,USA,1933,48.03
United States,USA,1934,49.05
United States,USA,1935,48.09
United States,USA,1936,48.38
United States,USA,1937,47.48
United States,USA,1938,47.09
United States,USA,1939,48.58
United States,USA,1940,48.95
United States,USA,1941,47
United States,USA,1942,42.35
United States,USA,1943,38.84
United States,USA,1944,36.06
United States,USA,1945,35.29
United States,USA,1946,36.95
United States,USA,1947,36.87
United States,USA,1948,38.88
United States,USA,1949,38.35
United States,USA,1950,39.03
United States,USA,1951,37.94
United States,USA,1952,36.64
United States,USA,1953,35.63
United States,USA,1954,36.01
United States,USA,1955,36.7
United States,USA,1956,35.74
United States,USA,1957,35.69
United States,USA,1958,35.51
United States,USA,1959,35.95
United States,USA,1960,35.49
United States,USA,1961,35.57
United States,USA,1962,36.15
United States,USA,1963,36.58
United States,USA,1964,36.95
United States,USA,1965,36.65
United States,USA,1966,36.37
United States,USA,1967,35.26
United States,USA,1968,35.49
United States,USA,1969,34.11
United States,USA,1970,33.55
United States,USA,1971,34.08
United States,USA,1972,34.42
United States,USA,1973,34.62
United States,USA,1974,33.56
United States,USA,1975,33.95
United States,USA,1976,33.9
United States,USA,1977,34.27
United States,USA,1978,34.02
United States,USA,1979,34.31
United States,USA,1980,33.84
United States,USA,1981,34.33
United States,USA,1982,34.6
United States,USA,1983,35.36
United States,USA,1984,36.49
United States,USA,1985,36.55
United States,USA,1986,36.34
United States,USA,1987,37.47
United States,USA,1988,39.24
United States,USA,1989,38.78
United States,USA,1990,38.76
United States,USA,1991,38.32
United States,USA,1992,39.41
United States,USA,1993,39.1
United States,USA,1994,39.13
United States,USA,1995,39.9
United States,USA,1996,40.8
United States,USA,1997,41.55
United States,USA,1998,41.92
United States,USA,1999,42.28
United States,USA,2000,42.73
United States,USA,2001,41.94
United States,USA,2002,41.49
United States,USA,2003,41.64
United States,USA,2004,42.42
United States,USA,2005,43.59
United States,USA,2006,44.29
United States,USA,2007,44.04
United States,USA,2008,43.56
United States,USA,2009,42.45
United States,USA,2010,43.81
United States,USA,2011,44.26
United States,USA,2012,45.59
United States,USA,2013,44.9
United States,USA,2014,45.58
United States,USA,2015,45.5
United States,USA,2016,45.36
United States,USA,2017,45.46
United States,USA,2018,45.81
United States,USA,2019,45.67
United States,USA,2020,44.61
United States,USA,2021,46.07
United States,USA,2022,46.86
United States,USA,2023,46.76
Uruguay,URY,2001,49.6
Uruguay,URY,2002,48.71
Uruguay,URY,2003,50.33
Uruguay,URY,2004,49.22
Uruguay,URY,2005,47.8
Uruguay,URY,2006,48.41
Uruguay,URY,2007,49.03
Uruguay,URY,2008,48.96
Uruguay,URY,2009,47.39
Uruguay,URY,2010,46.08
Uruguay,URY,2011,44.22
Uruguay,URY,2012,41.44
Uruguay,URY,2013,43.04
Uruguay,URY,2014,42.47
Uruguay,URY,2015,43.44
Uruguay,URY,2016,42.99
Uruguay,URY,2017,43.98
Uruguay,URY,2018,44.48
Uruguay,URY,2019,43.69
Uruguay,URY,2022,45.97
Uruguay,URY,2023,45.97
Uzbekistan,UZB,1998,50.74
Uzbekistan,UZB,2000,45.03
Uzbekistan,UZB,2002,45.47
Uzbekistan,UZB,2003,45.93
Uzbekistan,UZB,2022,45.46
Uzbekistan,UZB,2023,45.59
Vanuatu,VUT,1980,35.17
Vanuatu,VUT,1981,35.26
Vanuatu,VUT,1982,35.35
Vanuatu,VUT,1983,35.45
Vanuatu,VUT,1984,35.54
Vanuatu,VUT,1985,35.64
Vanuatu,VUT,1986,35.74
Vanuatu,VUT,1987,35.84
Vanuatu,VUT,1988,35.95
Vanuatu,VUT,1989,36.05
Vanuatu,VUT,1990,36.16
Vanuatu,VUT,1991,36.47
Vanuatu,VUT,1992,36.78
Vanuatu,VUT,1993,37.07
Vanuatu,VUT,1994,37.35
Vanuatu,VUT,1995,37.63
Vanuatu,VUT,1996,37.89
Vanuatu,VUT,1997,38.15
Vanuatu,VUT,1998,38.4
Vanuatu,VUT,1999,38.64
Vanuatu,VUT,2000,38.88
Vanuatu,VUT,2001,39.76
Vanuatu,VUT,2002,40.61
Vanuatu,VUT,2003,41.45
Vanuatu,VUT,2004,42.27
Vanuatu,VUT,2005,43.07
Vanuatu,VUT,2006,43.85
Vanuatu,VUT,2007,44.62
Vanuatu,VUT,2008,45.36
Vanuatu,VUT,2009,46.09
Vanuatu,VUT,2010,46.81
Vanuatu,VUT,2011,47.01
Vanuatu,VUT,2012,47.19
Vanuatu,VUT,2013,47.37
Vanuatu,VUT,2014,47.54
Vanuatu,VUT,2015,47.7
Vanuatu,VUT,2016,47.86
Vanuatu,VUT,2017,48
Vanuatu,VUT,2018,48.15
Vanuatu,VUT,2019,48.28
Vanuatu,VUT,2020,48.41
Vanuatu,VUT,2021,48.41
Vanuatu,VUT,2022,48.41
Vanuatu,VUT,2023,48.41
Venezuela,VEN,2022,51.81
Venezuela,VEN,2023,51.81
Vietnam,VNM,1992,45.97
Vietnam,VNM,1997,46.79
Vietnam,VNM,1998,47.12
Vietnam,VNM,2002,54.17
Vietnam,VNM,2004,50.14
Vietnam,VNM,2006,44.06
Vietnam,VNM,2008,44.97
Vietnam,VNM,2010,49.07
Vietnam,VNM,2012,46.21
Vietnam,VNM,2014,43.31
Vietnam,VNM,2016,45.01
Vietnam,VNM,2018,43.55
Vietnam,VNM,2022,43.76
Vietnam,VNM,2023,43.59
West Africa (WID),,1980,51.59
West Africa (WID),,1981,51.3
West Africa (WID),,1982,51.17
West Africa (WID),,1983,50.51
West Africa (WID),,1984,50.32
West Africa (WID),,1985,50.67
West Africa (WID),,1986,50.25
West Africa (WID),,1987,50.37
West Africa (WID),,1988,50.06
West Africa (WID),,1989,50.31
West Africa (WID),,1990,50.41
West Africa (WID),,1991,50.03
West Africa (WID),,1992,50.04
West Africa (WID),,1993,50.12
West Africa (WID),,1994,50.02
West Africa (WID),,1995,49.76
West Africa (WID),,1996,49.6
West Africa (WID),,1997,49.51
West Africa (WID),,1998,49.23
West Africa (WID),,1999,49.29
West Africa (WID),,2000,49.36
West Africa (WID),,2001,49.11
West Africa (WID),,2002,49.76
West Africa (WID),,2003,49.39
West Africa (WID),,2004,49.76
West Africa (WID),,2005,48.73
West Africa (WID),,2006,48.4
West Africa (WID),,2007,47.58
West Africa (WID),,2008,47.4
West Africa (WID),,2009,46.62
West Africa (WID),,2010,46.17
West Africa (WID),,2011,46.01
West Africa (WID),,2012,45.91
West Africa (WID),,2013,46.59
West Africa (WID),,2014,46.66
West Africa (WID),,2015,46.27
West Africa (WID),,2016,46.84
West Africa (WID),,2017,46.39
West Africa (WID),,2018,46.31
West Africa (WID),,2019,46.11
West Africa (WID),,2020,45.95
West Africa (WID),,2021,46.25
West Africa (WID),,2022,46.24
West Africa (WID),,2023,46.48
West Asia (WID),,1980,47.02
West Asia (WID),,1981,46.09
West Asia (WID),,1982,39.53
West Asia (WID),,1983,41.24
West Asia (WID),,1984,38.04
West Asia (WID),,1985,39.84
West Asia (WID),,1986,38.55
West Asia (WID),,1987,38.04
West Asia (WID),,1988,41.17
West Asia (WID),,1989,39.08
West Asia (WID),,1990,40.7
West Asia (WID),,1991,45.42
West Asia (WID),,1992,50.16
West Asia (WID),,1993,49.55
West Asia (WID),,1994,53.61
West Asia (WID),,1995,55.79
West Asia (WID),,1996,58.09
West Asia (WID),,1997,56.02
West Asia (WID),,1998,55.46
West Asia (WID),,1999,56.16
West Asia (WID),,2000,56.61
West Asia (WID),,2001,57.42
West Asia (WID),,2002,55.6
West Asia (WID),,2003,55.01
West Asia (WID),,2004,54.97
West Asia (WID),,2005,57.05
West Asia (WID),,2006,55.65
West Asia (WID),,2007,54.42
West Asia (WID),,2008,57.02
West Asia (WID),,2009,54.56
West Asia (WID),,2010,51.36
West Asia (WID),,2011,54.57
West Asia (WID),,2012,53.05
West Asia (WID),,2013,53.62
West Asia (WID),,2014,50.3
West Asia (WID),,2015,50.64
West Asia (WID),,2016,51.39
West Asia (WID),,2017,51.01
West Asia (WID),,2018,51.29
West Asia (WID),,2019,50.94
West Asia (WID),,2020,54.81
West Asia (WID),,2021,54.37
West Asia (WID),,2022,54.2
West Asia (WID),,2023,54.03
Western Europe (WID),,1980,29.78
Western Europe (WID),,1981,29.31
Western Europe (WID),,1982,29.17
Western Europe (WID),,1983,29.31
Western Europe (WID),,1984,29.61
Western Europe (WID),,1985,29.69
Western Europe (WID),,1986,30.48
Western Europe (WID),,1987,30.68
Western Europe (WID),,1988,31.39
Western Europe (WID),,1989,31.69
Western Europe (WID),,1990,32
Western Europe (WID),,1991,31.75
Western Europe (WID),,1992,31.69
Western Europe (WID),,1993,31.79
Western Europe (WID),,1994,32.27
Western Europe (WID),,1995,32.48
Western Europe (WID),,1996,33.06
Western Europe (WID),,1997,33.24
Western Europe (WID),,1998,33.92
Western Europe (WID),,1999,34.11
Western Europe (WID),,2000,34.3
Western Europe (WID),,2001,34.06
Western Europe (WID),,2002,34.06
Western Europe (WID),,2003,34.18
Western Europe (WID),,2004,34.52
Western Europe (WID),,2005,35.13
Western Europe (WID),,2006,35.55
Western Europe (WID),,2007,36.13
Western Europe (WID),,2008,35.14
Western Europe (WID),,2009,35.22
Western Europe (WID),,2010,34.7
Western Europe (WID),,2011,35.2
Western Europe (WID),,2012,35.19
Western Europe (WID),,2013,35.78
Western Europe (WID),,2014,35.67
Western Europe (WID),,2015,35.56
Western Europe (WID),,2016,35.64
Western Europe (WID),,2017,35.93
Western Europe (WID),,2018,35.86
Western Europe (WID),,2019,35.66
Western Europe (WID),,2020,36.27
Western Europe (WID),,2021,36.1
Western Europe (WID),,2022,35.97
Western Europe (WID),,2023,35.75
World,OWID_WRL,1820,50.29
World,OWID_WRL,1850,53.16
World,OWID_WRL,1880,56.83
World,OWID_WRL,1900,59.54
World,OWID_WRL,1910,60.09
World,OWID_WRL,1920,59.68
World,OWID_WRL,1930,55.75
World,OWID_WRL,1940,55.8
World,OWID_WRL,1950,55.42
World,OWID_WRL,1960,53.83
World,OWID_WRL,1970,53.74
World,OWID_WRL,1980,52.9
World,OWID_WRL,1981,52.48
World,OWID_WRL,1982,51.62
World,OWID_WRL,1983,52.17
World,OWID_WRL,1984,52.15
World,OWID_WRL,1985,52.69
World,OWID_WRL,1986,53.1
World,OWID_WRL,1987,53.31
World,OWID_WRL,1988,53.75
World,OWID_WRL,1989,54.15
World,OWID_WRL,1990,54.71
World,OWID_WRL,1991,54.81
World,OWID_WRL,1992,55.63
World,OWID_WRL,1993,55.68
World,OWID_WRL,1994,56.22
World,OWID_WRL,1995,56.58
World,OWID_WRL,1996,56.95
World,OWID_WRL,1997,57.03
World,OWID_WRL,1998,57.55
World,OWID_WRL,1999,57.94
World,OWID_WRL,2000,58.21
World,OWID_WRL,2001,58.31
World,OWID_WRL,2002,58.06
World,OWID_WRL,2003,57.77
World,OWID_WRL,2004,57.69
World,OWID_WRL,2005,57.82
World,OWID_WRL,2006,57.54
World,OWID_WRL,2007,57.13
World,OWID_WRL,2008,56.74
World,OWID_WRL,2009,55.76
World,OWID_WRL,2010,55.35
World,OWID_WRL,2011,55.41
World,OWID_WRL,2012,54.97
World,OWID_WRL,2013,54.74
World,OWID_WRL,2014,54.27
World,OWID_WRL,2015,54.28
World,OWID_WRL,2016,54
World,OWID_WRL,2017,53.97
World,OWID_WRL,2018,54.3
World,OWID_WRL,2019,53.56
World,OWID_WRL,2020,53.65
World,OWID_WRL,2021,53.76
World,OWID_WRL,2022,54
World,OWID_WRL,2023,53.52
Yemen,YEM,1998,58.11
Yemen,YEM,2006,64.98
Yemen,YEM,2014,59.69
Yemen,YEM,2022,61.4
Yemen,YEM,2023,59.06
Zambia,ZMB,1991,59.13
Zambia,ZMB,1993,55.96
Zambia,ZMB,1996,54.64
Zambia,ZMB,1998,55.6
Zambia,ZMB,2002,51.55
Zambia,ZMB,2004,60.26
Zambia,ZMB,2006,60.41
Zambia,ZMB,2010,58.15
Zambia,ZMB,2015,60.63
Zambia,ZMB,2022,55.85
Zambia,ZMB,2023,55.85
Zimbabwe,ZWE,1991,51.95
Zimbabwe,ZWE,1996,52
Zimbabwe,ZWE,2011,52
Zimbabwe,ZWE,2017,51.95
Zimbabwe,ZWE,2019,51.95
Zimbabwe,ZWE,2022,51.95
Zimbabwe,ZWE,2023,51.95
